,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
951,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,...B.E..,90010100.0,EBADDCEEBCCBBAEDDBCCEEACCBC,101110900000990111010110119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"47,9","38,2","28,6","52,5",56.0,60.0,55.0,49.0,65.0,45.0,"51,1","52,2","45,0",15.0,80.0,40.0,A,D,A,A,A,B,D,B,B,A,E,A,A,A,A,27.0,B,D,B,C,B,C,B,E,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,I,B,A,A,B,A,C,C,A,A,A,A
952,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BACBDEBE,90010100.0,CBABDAEDEABBDADBDBBCCEEBBBB,001011911010991011110100019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,333.0,555.0,"46,5","35,8","28,6","46,5",93.0,65.0,100.0,0.0,0.0,0.0,"50,0","56,5","13,3",0.0,0.0,40.0,A,D,A,A,A,B,D,A,D,A,B,A,A,A,A,27.0,A,A,B,A,B,C,B,E,E,F,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,A,C,B,B,A,B,D,C,A,B,B,B,B
953,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DDCEEECE,90000100.0,CABBDBDEDDDDDDDDDDAECCADADB,010010900000991110000011009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"33,3","37,6","14,3","72,5",79.0,75.0,80.0,66.0,50.0,70.0,"31,8","30,4","40,0",60.0,0.0,60.0,B,D,A,A,A,B,E,D,B,A,B,A,A,A,A,27.0,B,A,A,A,B,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,A,D,E,B,D,A,B,D,B,A,A,A,A
954,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ADBCADBC,90100000.0,EBDCDACDEBBABADDEBBCCBA....,100011911111991101110010009,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,555.0,333.0,"47,4","8,6","14,3","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"60,3","60,9","56,7",70.0,100.0,0.0,B,D,A,A,A,C,D,B,E,E,E,A,A,A,A,27.0,B,D,A,K,B,C,B,E,A,F,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,A,A,I,I,D,A,A,D,A,A,B,A,A
955,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EBDDEDCD,90000001.0,DEBCDDEDEEEBDEDCDECAEDDCDED,000010911000991010000000009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,336.0,555.0,333.0,"23,8","39,8","14,3","78,0",83.0,55.0,90.0,73.0,65.0,75.0,"18,4","21,7","0,0",0.0,0.0,0.0,A,D,A,B,B,B,F,B,C,C,B,A,A,A,A,27.0,D,A,B,D,B,B,B,D,E,F,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,B,B,A,A,A,D,A,A,A,A,A
956,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ADEDEACE,90000000.0,EAAEDCEDADBACCDDDADAAAABCBB,111010910011991110001010119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"49,4","22,0","0,0","55,0",42.0,50.0,40.0,68.0,60.0,70.0,"58,5","60,9","45,0",40.0,40.0,55.0,B,C,A,B,B,C,B,A,E,D,E,A,A,A,A,27.0,A,A,A,A,B,B,B,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,B,A,A,B,A,A,A,A,A,A,A
957,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCABBEDD,91010101.0,BBDADBCEAADDEADEDDBDDEADDBB,000010900000991010100111019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,336.0,333.0,"39,0","62,5","57,1","70,5",63.0,75.0,60.0,78.0,90.0,75.0,"31,1","34,8","10,0",30.0,0.0,0.0,B,D,A,A,D,C,C,D,E,E,B,A,A,A,A,27.0,A,C,F,G,B,B,A,E,C,F,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,A,J,E,A,D,B,A,D,C,A,B,A,A
958,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BDEEEBEE,90000000.0,CAEEDDECAEECDEEEAECEBEDEDEB,010010900000990000000100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"13,4","19,2","0,0","48,0",30.0,50.0,25.0,66.0,30.0,75.0,"11,5","13,0","3,3",0.0,0.0,10.0,A,D,A,A,A,B,E,A,B,A,B,A,A,A,A,27.0,A,A,B,B,B,D,D,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,F,A,A,A,F,D,A,A,A,A,A
959,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCBBCEBD,11111101.0,EEDBEABCABEEBDBAABECAACDBCA,909011119109000000001019010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,"44,0","66,9","87,5","36,0",46.0,70.0,40.0,26.0,50.0,20.0,"36,4","36,4","36,7",0.0,100.0,10.0,A,D,A,D,C,B,D,B,C,E,B,A,A,A,A,27.0,A,B,B,A,B,E,A,E,H,F,4.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,
960,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,ADBDDEAC,100110.0,BDDBEACBAEBCEBECBCAEDAEBDCC,919011009009001010000009111,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"33,0","39,3","37,5","42,0",33.0,45.0,30.0,51.0,55.0,50.0,"30,9","36,4","0,0",0.0,0.0,0.0,A,D,A,D,D,C,E,C,F,E,B,A,A,A,A,27.0,A,A,B,A,B,D,B,E,H,I,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,5.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,
961,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,EABECEDE,101100.0,ECDADBBBCACAEDDDACCDDBABECD,909100109019000000000009010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"23,9","47,7","37,5","63,0",54.0,70.0,50.0,72.0,80.0,70.0,"16,0","18,2","3,3",0.0,10.0,0.0,A,A,A,D,C,B,G,E,C,E,B,A,A,A,A,27.0,B,A,B,A,A,E,B,E,E,F,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
962,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCCDCBBE,11001000.0,ECCAEABCABDDBDDBACDBBEDDBCB,909111119109000100100109010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,"44,9","33,5","37,5","27,5",55.0,75.0,50.0,0.0,0.0,0.0,"48,7","45,5","66,7",100.0,100.0,0.0,A,D,A,B,C,D,B,C,F,E,I,A,A,A,D,27.0,A,B,B,C,B,E,D,E,H,D,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,2.0,5.0,2.0,6.0,6.0,6.0,5.0,5.0,3.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,,,,,,,,,,,,,
963,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BDBEEEBD,100101.0,EDCEEBDCAADDBEBBEBCABEDCCCA,919010019009010100010109010,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"35,5","49,1","37,5","66,5",66.0,50.0,70.0,67.0,55.0,70.0,"30,9","36,4","0,0",0.0,0.0,0.0,B,D,A,B,D,C,D,B,F,E,B,A,A,A,A,27.0,B,A,B,C,A,C,B,E,C,F,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,6.0,6.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,,,,,,,,,,,,,
964,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,EBBEDDBC,100000.0,EECBEABAABBECBECBCEEADCCBCA,909011109109001010001019010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,555.0,333.0,"34,5","18,5","12,5","27,5",55.0,55.0,55.0,0.0,0.0,0.0,"39,8","40,9","33,3",0.0,100.0,0.0,A,D,A,C,C,B,H,C,E,E,E,A,A,A,A,27.0,A,B,B,A,B,A,A,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
965,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BDBDCEBB,101100.0,EEDEEADECBCBAECBBCADDEACBDA,909011009119010110000109000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"36,8","43,9","37,5","53,5",56.0,80.0,50.0,51.0,55.0,50.0,"34,4","36,4","23,3",20.0,40.0,10.0,A,A,A,C,C,D,A,E,E,D,B,A,D,A,A,27.0,A,B,A,A,A,A,B,E,A,I,4.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,6.0,1.0,1.0,6.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,
966,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DBACEEAD,111.0,ECCBEDACBDCBDEDCACCEDDACBEC,909010019019110000000009001,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"27,5","40,5","37,5","45,0",64.0,40.0,70.0,26.0,50.0,20.0,"23,2","27,3","0,0",0.0,0.0,0.0,A,A,A,D,B,B,D,C,D,C,B,A,A,A,A,27.0,E,A,A,B,A,A,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
967,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DCCCCDAE,1001010.0,EEEDDCDDAEECBEAEEBCEAEADBDE,909000009009010000001109000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,"18,1","37,7","37,5","38,0",46.0,70.0,40.0,30.0,70.0,20.0,"11,6","13,6","0,0",0.0,0.0,0.0,B,D,A,D,E,C,D,C,E,E,B,A,A,A,A,27.0,B,B,B,K,A,B,B,E,A,F,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,8.0,8.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,,
968,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCBBCEAC,11111110.0,EDCBEADCDDDAEEEBDDDABCCDEDA,919011019009011101110019000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,"48,8","67,5","87,5","37,5",75.0,75.0,75.0,0.0,0.0,0.0,"42,5","50,0","0,0",0.0,0.0,0.0,B,A,A,B,A,C,C,E,F,E,B,A,A,A,A,27.0,A,B,A,G,A,A,C,E,E,C,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,,,,,,,,,,,,,
969,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BEADEECE,100.0,EBEDDDDCCBABEABCACCCABAEBBE,909000019109000000001009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"21,2","33,5","12,5","65,0",60.0,60.0,60.0,70.0,70.0,70.0,"17,1","13,6","36,7",50.0,60.0,0.0,B,B,A,D,B,C,D,D,F,E,B,A,A,A,A,27.0,A,A,A,K,A,B,B,E,C,D,5.0,4.0,4.0,5.0,6.0,3.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,6.0,4.0,6.0,7.0,5.0,4.0,4.0,6.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,
970,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DADBCEBE,11100.0,ECDDAADCBDCCBBEBDCABADCBACA,909001019019001100001019010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,"40,1","52,7","37,5","75,5",79.0,75.0,80.0,72.0,80.0,70.0,"35,9","36,4","33,3",0.0,100.0,0.0,A,D,A,D,F,B,D,C,C,A,B,A,B,A,E,27.0,A,B,B,A,A,D,B,E,C,I,6.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,,,,,,,,,,,,,
971,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,AADBCEBE,11100.0,EDDDEABCCAEAACDCACDEDDDEBBA,919011119009000000100009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,"27,1","38,7","37,5","40,5",31.0,35.0,30.0,50.0,70.0,45.0,"23,2","27,3","0,0",0.0,0.0,0.0,A,A,A,B,A,B,D,B,E,E,B,A,A,A,A,27.0,A,A,B,C,B,C,C,E,H,F,5.0,3.0,5.0,4.0,5.0,5.0,4.0,8.0,8.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,5.0,3.0,6.0,5.0,3.0,2.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,8.0,8.0,4.0,,,,,,,,,,,,,
972,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BDCDEEAD,111.0,BCAECDDEBDACCABEABCEADEDBDC,909000009009000000001009001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"22,1","50,1","37,5","69,0",67.0,75.0,65.0,71.0,75.0,70.0,"12,7","9,1","33,3",0.0,100.0,0.0,E,D,A,B,C,C,E,C,F,D,B,A,A,A,A,27.0,A,A,C,A,B,E,B,E,H,F,5.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,,,,,,,,,,,,,
973,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BCBBCEBD,1111101.0,DEEBEAACDDBADDECACBADDDBEDE,909011019009101000010009000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"35,8","73,6","75,0","71,5",88.0,80.0,90.0,55.0,75.0,50.0,"23,2","27,3","0,0",0.0,0.0,0.0,A,B,A,D,D,B,E,D,F,D,B,C,A,A,A,27.0,A,B,B,A,A,B,B,E,H,C,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,3.0,2.0,,,,,,,,,,,,,
974,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DABBCEBD,111101.0,EDCDDDACCABCCBADABCBDEBDCEA,919000019009000000000109000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"25,2","58,5","62,5","52,5",34.0,50.0,30.0,71.0,55.0,75.0,"14,1","13,6","16,7",20.0,30.0,0.0,A,C,A,D,D,B,C,E,C,C,B,A,A,A,A,27.0,B,A,B,C,A,A,B,E,B,F,3.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,2.0,4.0,1.0,7.0,2.0,7.0,2.0,6.0,4.0,8.0,8.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,6.0,5.0,5.0,6.0,6.0,3.0,3.0,1.0,,,,,,,,,,,,,
975,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCABCEAE,11011110.0,EDDDEDDCABACBACCBDECDCCCAEC,919010019109000011000019001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,336.0,333.0,333.0,"39,9","67,0","75,0","55,0",97.0,85.0,100.0,13.0,65.0,0.0,"30,9","36,4","0,0",0.0,0.0,0.0,B,B,A,C,D,C,B,E,F,E,B,A,D,A,A,27.0,A,B,B,A,A,E,C,E,E,I,5.0,3.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,,,,,,,,,,,,,
976,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,,,,,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,,,,,,,,,,,,,,,,,B,D,A,D,C,C,D,C,F,D,I,A,A,A,A,27.0,A,B,B,F,A,C,B,E,C,I,4.0,5.0,5.0,7.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,
977,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCBCCEBD,11101101.0,EDCDAADCDBBCDCCCEDCADBCDCDA,919001019109100001010019000,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"34,4","45,0","75,0","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"30,9","36,4","0,0",0.0,0.0,0.0,C,A,A,B,D,A,A,B,C,E,B,A,A,A,A,27.0,A,B,B,C,A,A,A,E,C,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,,,
978,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,,,,,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,,,,,,,,,,,,,,,,,B,D,A,D,E,C,B,B,F,C,B,A,A,A,A,27.0,D,A,A,B,A,A,B,E,H,I,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
