,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
979,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BCCBCEDD,1011101.0,EEDDDABCCACCACBADDDCAECACCC,909001119019000001101119011,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,555.0,333.0,"48,0","55,3","62,5","44,5",0.0,0.0,0.0,89.0,45.0,100.0,"45,5","50,0","20,0",0.0,60.0,0.0,A,D,A,E,D,B,D,D,C,A,E,A,A,A,A,27.0,B,A,B,C,A,C,B,E,E,I,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,
980,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BACECEDE,1100.0,CDDAECBCCDBDAEACEBBDAECBADE,919110119009010000001119000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"35,7","38,4","25,0","58,5",42.0,90.0,30.0,75.0,75.0,75.0,"34,8","40,9","0,0",0.0,0.0,0.0,A,E,A,D,E,B,E,C,D,E,B,A,A,A,A,27.0,A,B,B,C,A,A,B,A,B,I,6.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,6.0,7.0,6.0,4.0,5.0,1.0,,,,,,,,,,,,,
981,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DABDCEAC,101110.0,CCEAADBEABDEADBDBCEABAABBAA,909100109109000010010009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"29,7","53,4","50,0","58,5",47.0,75.0,40.0,70.0,50.0,75.0,"21,8","22,7","16,7",0.0,50.0,0.0,B,A,A,B,B,C,C,D,F,D,B,A,A,A,A,27.0,A,B,G,A,A,B,C,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
982,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DBCEADAC,10.0,EDDDDABCBDACAECCBBDCEDCCBEA,919001119009010010100019000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"38,2","37,5","12,5","75,0",79.0,75.0,80.0,71.0,75.0,70.0,"38,4","36,4","50,0",50.0,100.0,0.0,B,D,A,A,D,C,B,C,E,E,J,A,A,A,A,27.0,A,B,G,C,A,B,C,E,H,D,5.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,3.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,4.0,7.0,2.0,6.0,,,,,,,,,,,,,
983,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CDBBCEEA,10111100.0,EDDAEBBCABDCAACEBCDCAECBBDA,919110119109000010101119000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,555.0,333.0,"44,3","45,1","62,5","19,0",38.0,90.0,25.0,0.0,0.0,0.0,"44,0","50,0","10,0",0.0,30.0,0.0,A,D,A,D,D,B,D,C,C,C,B,A,A,A,A,27.0,B,A,B,C,A,A,C,E,E,C,5.0,5.0,6.0,3.0,4.0,5.0,6.0,2.0,5.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,2.0,5.0,6.0,6.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,2.0,3.0,6.0,6.0,6.0,4.0,6.0,,,,,,,,,,,,,
984,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BCDBCBBA,1011000.0,EBEDADBABDDCABEEBECCBDAECEE,909000109009001010000009000,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"14,3","22,5","37,5","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"11,6","13,6","0,0",0.0,0.0,0.0,A,D,A,D,D,B,B,A,A,A,E,A,A,A,A,27.0,A,A,B,C,A,B,B,E,E,F,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,,,,,,,,,,,,,
985,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DADABABB,0.0,BADEACBCBDDBBECCCAEBDBDAEDD,909000119009010000000009000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,"12,2","14,0","0,0","35,0",70.0,50.0,75.0,0.0,0.0,0.0,"11,6","13,6","0,0",0.0,0.0,0.0,A,D,A,E,D,B,C,B,B,B,H,A,F,A,A,27.0,B,A,D,A,A,A,A,E,D,I,7.0,8.0,8.0,3.0,3.0,6.0,6.0,6.0,6.0,1.0,4.0,7.0,8.0,1.0,3.0,1.0,2.0,2.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,8.0,2.0,4.0,2.0,5.0,3.0,1.0,3.0,5.0,7.0,8.0,3.0,8.0,,,,,,,,,,,,,
986,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CDBECEBA,10101100.0,EECDEBBCADBDABCBBCDACDBDADA,909010119009000110110009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"36,1","58,8","50,0","72,0",95.0,75.0,100.0,49.0,45.0,50.0,"28,5","31,8","10,0",0.0,30.0,0.0,A,A,A,F,D,B,D,C,C,A,B,A,A,A,A,27.0,B,A,B,C,A,C,D,E,H,B,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,6.0,6.0,3.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,
987,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCBDACCE,11100000.0,DCBCEABCADACABECBABCBEACADA,909011119009001010000109000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,"32,7","37,9","37,5","38,5",47.0,75.0,40.0,30.0,50.0,25.0,"31,0","31,8","26,7",0.0,80.0,0.0,A,A,A,D,E,B,D,C,B,A,B,A,B,A,A,27.0,B,A,B,C,A,C,B,E,H,I,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,,,,,,,,,,,,,
988,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DABBCECE,111100.0,EEDDBABAACECDDBCEDEBCAAADCB,909001109009100001000009110,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"29,8","49,4","50,0","48,5",46.0,70.0,40.0,51.0,75.0,45.0,"23,2","27,3","0,0",0.0,0.0,0.0,B,D,A,B,D,C,D,D,E,E,B,A,A,A,A,27.0,A,B,C,C,A,A,B,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,8.0,8.0,6.0,5.0,3.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,,,,,,,,,,,,,
989,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BABBECCC,110000.0,EDCBEDBCCCBEBCEBBA.AADCDCDA,919010119009001110011019000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,"41,4","37,6","25,0","56,5",66.0,70.0,65.0,47.0,55.0,45.0,"42,7","45,5","26,7",0.0,80.0,0.0,A,D,A,D,E,B,D,F,C,A,B,A,B,A,A,27.0,B,A,B,J,A,D,B,E,E,F,5.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,,,,,,,,,,,,,
990,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,ACBCCACB,1101000.0,EEDDBCDACBDEBCDCABDCEDACDDB,909000009109000000100009100,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"14,3","22,5","37,5","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"11,6","13,6","0,0",0.0,0.0,0.0,A,D,A,D,C,B,E,E,E,E,B,A,A,A,A,27.0,A,A,B,K,B,C,C,E,C,E,5.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,4.0,6.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,
991,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BCBBCEDE,1111100.0,EDCEEABCABABDCACBCDEDADDAEA,919011119109100010100009000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"41,6","61,9","62,5","61,0",58.0,50.0,60.0,64.0,40.0,70.0,"34,8","40,9","0,0",0.0,0.0,0.0,A,A,A,E,E,B,C,E,C,E,B,A,D,A,A,27.0,B,A,B,C,A,C,B,E,B,I,4.0,3.0,4.0,5.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,6.0,3.0,5.0,1.0,6.0,6.0,4.0,2.0,3.0,1.0,3.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,5.0,6.0,1.0,3.0,5.0,1.0,3.0,6.0,6.0,3.0,1.0,3.0,,,,,,,,,,,,,
992,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,ADCBCEDD,11101.0,ADEDEDEAAABCAABBCCDEBADDEED,919010009009000100100009000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"25,7","56,4","50,0","66,0",77.0,65.0,80.0,55.0,75.0,50.0,"15,5","18,2","0,0",0.0,0.0,0.0,A,A,A,D,D,A,A,B,D,E,B,A,A,A,A,27.0,B,A,A,K,A,A,B,E,H,I,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,
993,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,BEDAEEDC,100.0,DBCDECBCABCCDEEEBEECAEDDBDC,909010119119111010001109001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,"44,3","33,9","12,5","66,0",79.0,75.0,80.0,53.0,85.0,45.0,"47,8","54,5","10,0",0.0,30.0,0.0,A,D,A,D,F,B,D,D,C,C,B,A,A,A,A,27.0,B,A,B,A,A,B,B,E,A,F,5.0,6.0,5.0,6.0,5.0,3.0,5.0,4.0,3.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,6.0,,,,,,,,,,,,,
994,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,DCABCEBE,1011100.0,ECDBEDACADCCDBBCACCEDDACAED,909010019019100000000009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"25,4","52,2","50,0","55,5",61.0,85.0,55.0,50.0,50.0,50.0,"16,5","18,2","6,7",20.0,0.0,0.0,A,D,A,E,E,B,D,C,E,E,B,A,A,A,A,27.0,A,B,B,C,A,B,C,E,A,I,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,5.0,5.0,1.0,4.0,6.0,4.0,5.0,5.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,
995,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CDBBCEAE,10111110.0,EDDEEDBCEADCEAACBCACDABBCDA,919010119009000010000009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,"33,9","74,8","75,0","74,5",81.0,85.0,80.0,68.0,40.0,75.0,"20,3","22,7","6,7",0.0,20.0,0.0,A,A,A,E,D,B,E,F,C,C,B,A,A,A,A,27.0,B,B,B,A,A,A,A,E,H,I,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,8.0,7.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,,,,,,,,,,,,
996,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,EBCDBEBC,100.0,EBCDDADBDCABADEBADEDAEDBDED,909001009009001101001109100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"29,8","30,5","12,5","57,5",63.0,55.0,65.0,52.0,80.0,45.0,"29,5","31,8","16,7",0.0,50.0,0.0,A,D,A,C,D,B,E,C,B,A,E,A,A,F,A,27.0,A,B,B,C,A,A,C,E,E,F,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,,,,,,,,,,,,,
997,CCBBCEAD,CCBBCEAD,ABDEBBEADCCDECCBCAEAEEEAADD,ABDEBBEXDXCDECCXXAEAEXEAADD,BCADCEBD,1001101.0,ABAEEACBABBCEEACEAEAEEEAADD,110100090900100991111911111,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"59,6","59,4","50,0","73,5",74.0,70.0,75.0,73.0,65.0,75.0,"59,7","59,1","63,3",30.0,60.0,100.0,A,D,A,D,D,B,C,A,B,A,A,E,C,A,A,27.0,A,A,B,C,B,B,C,A,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,A,A,B,C,A,A,C,D,A,B,B,A,B
998,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,BECBDEDE,10100.0,EBECEBABAACECBBEDEBBDACBEBB,109910009090009090001911191,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"32,9","32,6","25,0","44,0",59.0,35.0,65.0,29.0,65.0,20.0,"33,0","36,8","11,7",35.0,0.0,0.0,A,D,A,D,D,B,C,A,C,D,E,A,A,A,A,27.0,B,A,B,C,A,B,B,E,E,C,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,,,,,,,,,,,,,
999,CCBBCEAD,CCBBCEAD,DBDCCADACCEBDBAADDBBCEEAADD,XBXCXAXACCEBDBAADDBBCEEAADD,ECCECEBD,1001101.0,ABEBAADDEAAADABDACDAEDDDAAE,919091900000100000000000100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"27,4","54,8","50,0","62,0",53.0,45.0,55.0,71.0,55.0,75.0,"18,3","17,4","23,3",0.0,0.0,70.0,A,D,B,B,B,B,F,A,E,E,A,A,A,A,D,27.0,A,A,B,C,B,D,C,A,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,I,I,A,C,D,A,C,A,A,A,A
1000,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EDCBCEAD,90011111.0,BBADDDDCEABDADDCDEEEEDACCBD,001110901010991010000010119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"51,9","67,6","71,4","62,0",46.0,50.0,45.0,78.0,90.0,75.0,"46,7","43,5","65,0",15.0,90.0,90.0,A,A,A,A,C,B,B,C,E,E,B,A,A,A,A,27.0,A,A,F,G,B,C,E,E,A,C,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,4.0,8.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,D,C,H,A,A,A,B,D,A,B,B,B,A
1001,CCBBCEAD,CCBBCEAD,BAAEEBDDBADECCCEDACDEEEAADD,BAAXXBDDXAXECCCEDACDEEEAADD,EDEBCEBD,11101.0,EDDABADBECACEDBCDBAEBCDEDCB,000990109090000010000000000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,336.0,555.0,333.0,"20,3","52,4","50,0","56,0",59.0,55.0,60.0,53.0,65.0,50.0,"9,6","8,7","15,0",0.0,45.0,0.0,A,D,A,A,A,A,A,E,D,B,B,A,A,A,A,27.0,A,A,B,A,B,C,B,E,E,I,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,6.0,5.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,6.0,A,A,B,B,D,A,C,D,C,B,B,A,A
1002,CCBBCEAD,CCBBCEAD,DBBCBDCZBADABEEAAECDEDEAADD,DBBCBDCZBADABEXAXEXDEDEAADD,BECBDABB,10000.0,DCBABBCCCADACEEEADCDDADABDA,101010180111019090910001010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"40,0","29,1","12,5","54,0",40.0,40.0,40.0,68.0,60.0,70.0,"43,6","47,8","20,0",30.0,0.0,30.0,A,D,A,D,A,A,A,A,E,E,E,A,A,A,A,27.0,A,A,F,A,B,E,E,E,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,I,I,A,B,B,D,A,A,A,A,A
1003,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,DBADBDAC,10.0,CDDEDBDBABCDECECBADDCCCAADC,019900009191019190000910090,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"28,9","32,7","12,5","63,0",76.0,60.0,80.0,50.0,50.0,50.0,"27,6","31,6","5,0",15.0,0.0,0.0,A,A,A,D,D,B,D,C,B,A,B,A,A,A,A,27.0,B,A,B,A,B,B,B,E,A,F,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,3.0,2.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,,,,,,,,,,,,,
1004,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,CCBBCEBD,11111101.0,EDCEDADCADDDCCBCBBBADDDDDDD,119901019091019191011900090,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,336.0,333.0,"56,4","81,5","87,5","72,5",95.0,75.0,100.0,50.0,50.0,50.0,"48,0","52,6","21,7",65.0,0.0,0.0,B,A,A,D,F,C,B,E,C,D,B,A,B,A,A,27.0,B,A,C,C,A,A,C,A,E,F,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,
1005,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,,,,,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,,,,,,,,,,,,,,,,,B,D,A,E,E,C,C,F,E,E,B,A,A,A,A,27.0,E,A,B,A,A,A,A,E,D,C,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
1006,CCBBCEAD,CCBBCEAD,ADECBDAEADABECCCDDCEBAEAADD,ADECBDAEADAXECXCDDCEBAEAADD,ECEDCEBE,1001100.0,CDACBDBEADADCCDCACACBBDAEDD,010111011119019100001001011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"53,5","53,1","37,5","76,5",82.0,50.0,90.0,71.0,75.0,70.0,"53,6","56,0","40,0",30.0,70.0,20.0,B,D,A,A,A,C,D,D,F,E,A,A,C,A,A,27.0,A,A,B,C,A,A,B,A,E,A,4.0,4.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,D,C,I,I,D,A,B,A,A,B,B,C,C
