,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
95636,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,E,E,B,D,F,B,A,B,A,A,A,A,27.0,B,A,B,C,A,C,D,E,E,F,6.0,5.0,5.0,3.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
95637,2015,621,10008,10020,2,14876,1,2704302,27,2,23,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCABDDDE,1111101.0,AABEBEDEAEAAABBCDECABDCCEAD,111101119901011118911010101,555,555,555,555,555,555,555,555,555,555,555,73.9,77.6,75.0,81.5,87.0,75.0,90.0,76.0,60.0,80.0,72.6,73.9,65.0,40.0,65.0,90.0,C,C,B,B,B,C,B,D,D,A,A,A,F,E,B,E,G,C,C,B,A,A,A,A,27.0,B,A,B,C,A,C,C,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95638,2015,621,10008,10020,2,14876,1,2704302,27,2,21,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACABDDCE,11111111.0,AABEBADDBCAABABACBEADBCAEBB,111100109901001008910111100,555,555,555,333,555,333,333,333,333,333,333,48.3,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,52.2,0.0,0.0,0.0,0.0,C,C,C,C,C,C,C,C,C,A,A,A,F,F,B,D,F,C,A,B,A,A,A,A,27.0,E,A,B,C,A,C,C,E,A,F,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0
95639,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACEDDECE,11001011.0,AAAEBEDDECADEACDAECCBCCCBED,110101109900000008901010001,555,555,555,555,555,555,555,555,555,555,333,42.8,64.3,62.5,67.0,71.0,75.0,70.0,63.0,75.0,60.0,35.6,34.8,40.0,40.0,80.0,0.0,.,.,.,.,.,.,.,.,.,A,A,A,D,E,B,C,F,C,C,B,A,A,A,A,27.0,B,A,B,D,A,B,B,E,A,G,5.0,4.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,2.0,6.0,2.0,5.0,1.0,1.0,6.0,5.0,4.0,6.0,5.0,6.0,1.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,1.0
95640,2015,621,10008,10020,2,14876,1,2704302,27,2,21,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADDDCD,11101110.0,AABEDDBDDCAADAEEBCCCBBCCECD,111110009901100008901110101,555,555,555,555,555,555,555,555,555,555,555,57.3,71.4,75.0,66.0,69.0,65.0,70.0,63.0,75.0,60.0,52.6,52.2,55.0,80.0,65.0,20.0,D,D,A,C,C,D,B,D,D,A,C,A,F,E,B,D,G,C,D,B,A,A,A,A,27.0,B,A,B,C,A,C,D,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95641,2015,621,10008,10020,2,14876,1,2704302,27,2,21,M,2011,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCABDDCE,1111111.0,AABADDDEBBADBAECDBEEDBCCEAD,111010119900000118900110101,555,555,555,555,555,555,555,555,555,555,555,58.8,84.9,87.5,81.0,81.0,85.0,80.0,81.0,85.0,80.0,50.1,52.2,38.3,60.0,25.0,30.0,C,C,B,B,C,C,E,D,D,A,C,A,D,F,B,C,D,C,D,B,A,A,A,A,27.0,B,A,B,A,A,B,B,E,C,F,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95642,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ECADDDDD,1101100.0,ACBEBBDDDCAACACEDDAABBCBEEB,101100109901000018911110100,555,555,555,555,555,555,555,555,555,555,555,50.0,51.6,50.0,54.0,61.0,65.0,60.0,47.0,75.0,40.0,49.4,47.8,58.3,60.0,70.0,45.0,C,D,A,C,B,C,B,D,D,A,C,A,F,F,B,D,F,B,A,B,A,A,A,A,27.0,B,A,B,C,A,E,B,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95644,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACCDDDDD,11001100.0,AABEDBDEAEBEDAECDDECBACBBAB,111110119910100118901010000,555,555,555,555,555,555,555,555,555,555,555,51.2,44.8,50.0,37.0,30.0,30.0,30.0,44.0,60.0,40.0,53.3,56.5,35.0,40.0,30.0,35.0,C,D,A,B,B,D,E,D,D,A,B,A,D,E,B,D,D,B,A,B,A,A,A,A,27.0,B,A,C,A,A,B,B,E,D,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0
95645,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2010,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCEDDDCE,1001111.0,AABEECADAEADABBCDCCCEDECEAA,111100009900011118900000100,555,555,555,555,555,555,555,555,555,555,555,50.1,68.5,62.5,77.5,77.0,65.0,80.0,78.0,70.0,80.0,44.0,39.1,71.7,100.0,70.0,45.0,C,C,C,B,A,B,E,D,C,A,A,A,E,E,B,D,F,B,A,B,A,A,A,A,27.0,B,A,B,A,A,E,D,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95646,2015,621,10008,10020,2,14876,1,2704302,27,2,33,F,2001,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCADDDCD,1101110.0,BABDCDDEDEADDDCCDBCAEACCCCA,011000119900100118910010000,555,555,555,555,555,555,555,333,333,333,555,40.5,55.5,62.5,45.0,90.0,90.0,90.0,0.0,0.0,0.0,35.5,39.1,15.0,0.0,0.0,45.0,C,C,B,A,B,C,B,D,C,A,A,A,B,B,B,E,F,D,E,B,A,A,A,A,27.0,A,A,B,A,A,C,C,E,H,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95648,2015,621,10008,10020,2,14876,1,2704302,27,2,27,F,2005,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACAADDDE,11101101.0,CABEDDDDBCABBBCADCAABACCEAD,011110109900010018911010101,555,555,555,555,555,555,555,555,555,555,555,57.2,76.8,75.0,79.5,94.0,70.0,100.0,65.0,85.0,60.0,50.6,52.2,41.7,20.0,70.0,35.0,C,C,A,A,A,B,C,D,D,A,C,A,B,B,B,F,E,B,A,B,A,A,A,A,27.0,B,E,B,B,A,D,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0
95649,2015,621,10008,10020,2,14876,1,2704302,27,2,28,M,2006,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDECD,1101010.0,AECEADDEBECECAEECAADBDEDBEB,100100119900000008901000000,555,555,555,555,555,555,555,555,555,555,555,34.3,64.4,50.0,86.0,80.0,80.0,80.0,92.0,60.0,100.0,24.2,21.7,38.3,60.0,20.0,35.0,C,C,A,D,D,C,E,D,D,E,C,A,D,D,C,G,C,F,D,B,A,A,A,A,27.0,A,A,A,G,A,B,B,E,H,F,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,8.0,4.0,8.0,8.0,1.0,5.0,3.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0
95650,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADDDBD,11101100.0,BAECBDECAEAADBCCDAACBAEBBEB,010000009901110118901000000,555,555,555,555,555,555,555,555,555,555,555,35.2,55.9,62.5,46.0,64.0,80.0,60.0,28.0,60.0,20.0,28.3,30.4,16.7,0.0,50.0,0.0,C,C,A,B,B,A,B,D,C,A,A,A,D,D,B,E,E,B,A,B,A,A,A,A,27.0,B,A,B,C,A,E,E,E,B,C,4.0,4.0,3.0,5.0,6.0,5.0,6.0,3.0,6.0,5.0,4.0,4.0,6.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0
95652,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCABDDCE,1111111.0,BDCEBCEDAEAABDEDDCADDAECEDD,000100009901000018900000111,555,555,555,555,555,555,555,555,555,555,555,42.5,76.5,87.5,60.0,59.0,55.0,60.0,61.0,65.0,60.0,31.2,26.1,60.0,80.0,55.0,45.0,C,C,C,B,B,C,D,C,D,A,A,A,D,D,B,C,D,A,A,E,A,A,A,A,27.0,B,A,B,A,A,C,C,E,C,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95653,2015,621,10008,10020,2,14876,1,2704302,27,2,23,M,2010,2010,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CAABDDBE,111101.0,BABACBEEEBACEBCDDABCCDEBBAC,011000019900010018900000000,555,555,555,555,555,555,555,555,555,555,333,34.4,62.7,62.5,63.0,68.0,60.0,70.0,58.0,50.0,60.0,24.9,21.7,43.3,80.0,50.0,0.0,D,D,A,B,B,C,E,D,C,A,A,A,D,D,B,C,E,B,A,B,A,A,A,A,27.0,B,A,A,A,A,B,D,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95654,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCABDEBE,1111001.0,BCBEDEDEACBBBBCADCCABDACBBE,001111119910010018911000000,555,555,555,555,555,555,555,555,555,555,555,49.0,60.7,62.5,58.0,78.0,70.0,80.0,38.0,30.0,40.0,45.1,47.8,30.0,0.0,45.0,45.0,D,D,C,D,D,D,B,D,D,A,C,A,F,F,B,F,D,C,D,B,A,A,A,A,27.0,B,A,B,C,A,C,C,E,E,F,4.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0
95656,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCABDEAD,1111000.0,AEBABEDCBEAAAABECBEECBCCEAD,101001109901001008900110101,555,555,555,555,555,555,555,555,555,555,555,48.3,53.8,50.0,59.5,74.0,50.0,80.0,45.0,65.0,40.0,46.5,43.5,63.3,60.0,45.0,85.0,C,B,A,D,C,B,B,D,C,A,A,A,F,F,B,B,F,B,A,B,A,D,A,A,27.0,B,A,B,A,A,C,C,E,E,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95657,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2012,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDDCE,1101111.0,BACEEBEEAEACAABCCBCEBBCCCAB,010100019900001108901110000,555,555,555,555,555,555,555,555,555,555,555,47.0,76.0,75.0,77.5,74.0,90.0,70.0,81.0,85.0,80.0,37.3,34.8,51.7,80.0,65.0,10.0,C,D,C,A,A,B,E,D,D,A,A,A,E,F,B,B,E,C,A,B,A,A,A,A,27.0,B,A,A,C,A,C,C,A,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0
95658,2015,621,10008,10020,2,14876,1,2704302,27,2,33,F,1999,2012,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDECD,1101010.0,AABEBCDEEEAAEBBCDBCEBACCEDD,111100119901011118901010111,555,555,555,555,555,555,555,555,555,555,555,65.6,62.2,50.0,80.5,80.0,80.0,80.0,81.0,85.0,80.0,66.7,69.6,50.0,60.0,70.0,20.0,D,C,A,B,B,C,B,D,E,B,C,A,E,F,C,E,E,C,D,B,A,A,A,A,27.0,E,A,B,C,A,B,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95659,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADEDDD,11100100.0,BEBEDDDDAEAEAABADEECDBEDEAD,001110109900001018900100101,555,555,555,555,555,555,555,555,555,555,555,43.1,57.8,50.0,69.5,74.0,90.0,70.0,65.0,85.0,60.0,38.2,39.1,33.3,20.0,45.0,35.0,A,C,E,C,B,D,B,C,C,A,C,A,E,E,B,C,C,B,A,B,A,A,A,A,27.0,B,A,B,C,A,B,C,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95661,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDDDD,1101100.0,AABADEEDBCBBABECDECECBCCEDD,111011009910010118900110111,555,555,555,555,555,555,555,555,555,555,555,58.3,56.8,50.0,67.0,71.0,75.0,70.0,63.0,75.0,60.0,58.8,60.9,46.7,60.0,25.0,55.0,C,C,C,B,B,C,D,D,C,A,A,A,E,F,B,E,F,C,A,B,A,A,A,A,27.0,B,A,B,C,A,C,D,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95662,2015,621,10008,10020,2,14876,1,2704302,27,2,21,F,2011,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CDEBDDDD,11100.0,DAAAABDEEEDDABECDEECBAACAAB,010000119900010118901000000,555,555,555,555,555,555,555,555,555,555,555,37.7,49.3,37.5,67.0,55.0,75.0,50.0,79.0,75.0,80.0,33.8,30.4,53.3,60.0,70.0,30.0,C,D,A,A,B,C,A,C,C,A,A,A,F,F,B,B,G,D,A,E,A,A,A,A,27.0,B,A,B,A,A,D,E,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95663,2015,621,10008,10020,2,14876,1,2704302,27,2,23,M,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ECADDDAE,1101101.0,CCADBADEBCAAABCADEBBCAEABBB,000000119901010018900001000,555,555,555,555,555,555,555,555,333,555,555,36.4,65.3,62.5,69.5,62.0,70.0,60.0,77.0,65.0,80.0,26.7,26.1,30.0,0.0,55.0,35.0,C,D,A,C,C,D,B,D,D,A,C,A,E,E,B,E,D,C,C,B,A,A,A,A,27.0,B,A,B,A,A,B,C,A,A,F,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0
95664,2015,621,10008,10020,2,14876,1,2704302,27,2,23,M,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ADABDBEE,10111001.0,DABABEDCBCBAABECDCCBBBECEDD,011001109911010118901100111,555,555,555,555,555,555,555,333,555,555,555,57.0,50.1,62.5,31.5,63.0,75.0,60.0,0.0,0.0,0.0,59.3,60.9,50.0,60.0,45.0,45.0,C,C,C,B,B,C,B,D,C,A,C,A,E,E,B,E,D,B,A,B,A,A,A,A,27.0,E,A,A,B,A,B,C,E,H,B,4.0,4.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,8.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,7.0,8.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0
95665,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACEBDDCD,11011110.0,BDBEBEDCBEBADBBEDBCEBBDCEBD,001101109911111018901100101,555,555,555,555,555,555,555,555,333,555,555,62.7,78.4,75.0,83.5,90.0,90.0,90.0,77.0,65.0,80.0,57.5,60.9,38.3,0.0,55.0,60.0,D,D,A,B,B,A,B,D,D,A,C,A,E,F,B,D,F,E,D,B,A,A,A,A,27.0,B,A,B,C,A,D,D,A,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0
