,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
95667,2015,621,10008,10020,2,14876,1,2704302,27,2,24,M,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADDDCE,11101111.0,AABEDEDDBEBAEABCDCCCBBCAEAB,111111109911001118901111100,555,555,555,555,555,555,555,555,555,555,555,73.4,84.3,87.5,79.5,79.0,75.0,80.0,80.0,80.0,80.0,69.8,73.9,46.7,60.0,45.0,35.0,C,C,C,B,B,B,C,D,D,A,A,A,E,E,B,E,G,B,A,B,A,F,A,A,27.0,B,A,B,A,A,C,C,E,A,I,4.0,4.0,7.0,4.0,7.0,6.0,5.0,7.0,6.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0
95669,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADEDCD,11100110.0,DEBEDADEAEAEABCCDBAEBDEBEAD,001110119900010118901000101,555,555,555,555,555,555,555,555,555,555,555,50.6,63.9,62.5,66.0,69.0,65.0,70.0,63.0,75.0,60.0,46.1,47.8,36.7,0.0,50.0,60.0,.,.,.,.,.,.,.,.,.,A,A,A,D,D,B,E,G,B,C,B,A,A,A,A,27.0,B,A,B,A,A,B,B,E,E,F,6.0,3.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0
95670,2015,621,10008,10020,2,14876,1,2704302,27,2,21,M,2011,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCCADDCE,1001111.0,DBBBBEDDAEADABBCDCDCCAECBBD,001001109900011118900000001,555,555,555,555,555,555,555,555,555,555,555,42.9,65.7,62.5,70.5,66.0,90.0,60.0,75.0,55.0,80.0,35.3,34.8,38.3,40.0,30.0,45.0,C,B,C,B,B,C,E,E,D,A,A,A,E,D,B,C,F,C,C,B,A,A,A,A,27.0,B,A,B,A,A,C,C,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95671,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCEBDDCE,1011111.0,AEBDDDECAEAEDCBEDEEEEAECBAC,101010009900101018900000000,555,555,555,555,555,555,555,555,555,555,555,38.7,70.2,75.0,63.0,79.0,75.0,80.0,47.0,75.0,40.0,28.2,26.1,40.0,60.0,45.0,15.0,B,C,B,A,A,A,D,D,D,A,A,A,F,F,B,E,G,B,A,B,A,A,A,A,27.0,B,A,B,A,A,E,B,E,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95672,2015,621,10008,10020,2,14876,1,2704302,27,2,24,F,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCEADEDE,1001001.0,EBEECBEDBDAEACDEDCECCAEDDDD,000100009900000018900000011,555,555,555,555,555,555,555,555,555,555,555,32.5,58.7,37.5,90.5,85.0,65.0,90.0,96.0,80.0,100.0,23.8,17.4,60.0,80.0,65.0,35.0,C,C,C,C,C,C,C,C,D,A,C,A,D,D,B,E,D,B,A,B,A,A,A,A,27.0,B,A,B,C,A,A,B,E,D,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95673,2015,621,10008,10020,2,14876,1,2704302,27,2,25,M,2009,2013,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,DCADDDCE,1101111.0,AAEEDDDDAEADDCECDCAEEBACBDB,110110109900100118900100010,555,555,555,555,555,555,555,555,555,555,555,53.4,74.8,75.0,74.5,72.0,80.0,70.0,77.0,65.0,80.0,46.2,43.5,61.7,80.0,40.0,65.0,D,D,B,A,D,B,A,C,C,A,C,A,E,E,B,D,E,C,B,B,A,A,A,A,27.0,B,A,B,C,A,C,C,A,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95674,2015,621,10008,10020,2,14876,1,2704302,27,2,25,F,2007,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ECADDDAE,1101101.0,AAADBCBEBEAECBECDCBDBCCCECD,110000019900010118901010101,555,555,555,555,555,555,555,555,555,555,555,49.2,64.1,62.5,66.5,69.0,65.0,70.0,64.0,80.0,60.0,44.2,43.5,48.3,60.0,45.0,40.0,B,B,B,B,B,C,E,D,D,A,C,A,F,E,B,D,F,B,A,B,A,A,A,A,27.0,B,A,B,A,A,C,B,E,H,F,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0
95675,2015,621,10008,10020,2,14876,1,2704302,27,2,23,F,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCABDDCE,1111111.0,CACDDADDBCBDDADCEBCEBBCDCDC,010010109910100108901110010,555,555,555,555,555,555,333,555,555,333,555,46.9,64.1,87.5,29.0,0.0,0.0,0.0,58.0,50.0,60.0,41.2,43.5,28.3,20.0,0.0,65.0,C,D,A,D,D,D,B,D,C,A,A,A,D,E,B,D,E,B,A,B,A,A,A,A,27.0,B,A,B,A,A,C,C,A,B,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95677,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCAADDDE,1101101.0,AEBCCBECABDCBADEBBDEEACACCE,101000009900000008900011000,555,555,555,555,555,555,555,555,555,555,555,35.2,67.9,62.5,76.0,87.0,75.0,90.0,65.0,85.0,60.0,24.3,17.4,63.3,100.0,50.0,40.0,C,A,D,E,D,C,B,A,E,A,A,A,F,F,B,B,F,B,A,B,A,A,A,A,27.0,B,A,B,A,A,B,B,A,B,F,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95678,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2011,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,AABBBCCC,10010010.0,CDDDDEDCBABCD*BABCABCBCDEDC,000011109910101008900110110,555,555,555,555,555,555,555,555,555,555,555,42.4,50.3,37.5,69.5,64.0,40.0,70.0,75.0,55.0,80.0,39.7,43.5,18.3,0.0,25.0,30.0,E,E,B,A,A,A,A,E,B,A,A,A,F,F,B,C,G,E,D,B,A,A,A,C,27.0,B,A,B,A,A,E,D,A,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95679,2015,621,10008,10020,2,14876,1,2704302,27,2,21,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDDCE,1101111.0,AABEDDDEBCBADBBEEBCEDADAEAD,111110119911111008900001101,555,555,555,555,555,555,555,555,555,555,555,67.6,80.2,75.0,88.0,95.0,75.0,100.0,81.0,85.0,80.0,63.4,65.2,53.3,60.0,80.0,20.0,B,C,B,B,B,C,B,D,D,A,B,A,F,F,B,D,E,C,D,B,A,A,A,A,27.0,B,A,B,C,A,E,D,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95680,2015,621,10008,10020,2,14876,1,2704302,27,2,28,M,2004,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCABDBCE,1111011.0,BDBACBEDDDCAEDACDCACABECECB,001000009901000118900100100,555,555,555,555,555,555,555,555,555,555,555,40.3,72.2,75.0,68.0,73.0,85.0,70.0,63.0,75.0,60.0,29.7,26.1,50.0,60.0,45.0,45.0,D,D,B,C,C,B,E,E,D,A,C,A,C,D,B,A,B,C,E,B,A,A,A,A,27.0,D,A,B,C,B,B,B,A,C,F,6.0,6.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95682,2015,621,10008,10020,2,14876,1,2704302,27,2,29,F,2004,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCEDDECD,1001010.0,AABBAADDAEBACCBEBCBCDACCBAE,111000109911001008900010000,555,555,555,555,555,555,555,555,555,555,555,39.1,40.7,37.5,45.5,31.0,75.0,20.0,60.0,60.0,60.0,38.6,34.8,60.0,80.0,65.0,35.0,D,C,E,C,B,C,B,E,E,B,C,A,B,B,C,C,D,E,E,B,A,A,A,A,27.0,E,A,A,C,A,C,B,A,A,B,5.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,3.0,4.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95683,2015,621,10008,10020,2,14876,1,2704302,27,2,24,F,2008,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACCDDBCD,11001010.0,AABCAEDDAEBADABCDBAABAEAEDD,111001109911101118911001111,555,555,555,555,555,555,555,555,555,555,555,69.1,65.4,50.0,88.5,97.0,85.0,100.0,80.0,80.0,80.0,70.3,73.9,50.0,60.0,55.0,35.0,C,C,B,B,B,C,B,D,D,A,C,A,E,D,B,F,E,B,A,B,A,A,A,A,27.0,B,A,B,C,A,D,C,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95684,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADDEAE,11101001.0,AABEDBEDBEAEDBECBBCDBBDCEDD,111110009900110108901100111,555,555,555,555,555,555,555,333,555,333,333,49.2,49.9,62.5,31.0,62.0,70.0,60.0,0.0,0.0,0.0,49.0,56.5,6.7,20.0,0.0,0.0,C,C,C,A,A,B,D,C,B,A,C,A,F,E,B,B,F,B,A,B,A,F,A,A,27.0,B,A,B,A,A,A,B,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
95686,2015,621,10008,10020,2,14876,1,2704302,27,2,36,F,1998,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,DCABDDCE,1111111.0,DAADADEDCEBAACCADBACBBECECB,010000009911000018901100100,555,555,555,555,555,555,555,555,555,555,555,43.9,85.1,87.5,81.5,84.0,60.0,90.0,79.0,75.0,80.0,30.1,30.4,28.3,0.0,50.0,35.0,C,D,A,B,B,C,B,D,D,A,C,A,D,F,B,C,D,C,C,B,A,A,A,A,27.0,B,A,B,C,A,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95687,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCADDDCE,1101111.0,DEBADEDEAEDDAABCABEEEBECBAD,001011119900001108900100001,555,555,555,555,555,555,555,555,555,555,555,49.0,72.2,75.0,68.0,63.0,75.0,60.0,73.0,45.0,80.0,41.2,39.1,53.3,60.0,50.0,50.0,C,C,C,C,B,C,B,D,C,A,A,A,E,E,B,B,E,B,A,B,A,A,A,A,27.0,B,A,B,B,A,C,C,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95688,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCCDDDBD,1001100.0,CDBCCECEBEADCDBABACBCBEECBB,001001019900001008900100000,555,555,555,555,555,555,555,555,555,555,555,31.9,50.5,37.5,70.0,75.0,55.0,80.0,65.0,85.0,60.0,25.7,21.7,48.3,40.0,70.0,35.0,C,C,C,A,B,B,C,A,D,A,A,A,D,D,B,D,F,C,A,B,A,A,A,A,27.0,B,A,B,C,A,C,B,A,H,F,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95689,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCBDDDCE,1001111.0,BABABDDEACBCCBBECCDCEDAABDE,011000119910011008900001010,555,555,555,555,555,555,555,555,555,555,555,46.4,65.1,62.5,69.0,74.0,90.0,70.0,64.0,80.0,60.0,40.2,39.1,46.7,20.0,80.0,40.0,C,C,B,B,B,C,B,D,D,A,A,A,E,D,B,D,E,C,A,B,A,A,A,A,27.0,B,A,B,A,A,B,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95690,2015,621,10008,10020,2,14876,1,2704302,27,2,23,M,2009,2010,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCCCDBCD,1001010.0,CCBCBCDCACADCBCCDDDBACAEBCA,001000109900010118900000000,555,555,555,555,555,555,555,555,555,555,333,27.2,46.5,37.5,60.0,65.0,45.0,70.0,55.0,35.0,60.0,20.7,21.7,15.0,20.0,25.0,0.0,C,D,C,C,B,D,A,D,B,A,C,A,D,E,A,A,C,C,A,B,A,A,A,A,27.0,B,A,B,C,A,C,D,E,C,F,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0
95691,2015,621,10008,10020,2,14876,1,2704302,27,2,22,F,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ECABDDAE,1111101.0,AABEEDDCEECDABCCBBEABBCAEDB,111100109900010108911111110,555,555,555,555,555,555,555,555,555,555,555,66.7,74.6,75.0,74.0,66.0,90.0,60.0,82.0,90.0,80.0,64.0,60.9,81.7,80.0,80.0,85.0,C,D,A,D,D,C,B,C,E,A,C,A,F,F,B,D,G,B,A,B,A,D,A,A,27.0,B,A,B,C,A,B,B,E,B,E,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0
95692,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDDCE,1101111.0,BABBCBDEAEDAEBBACBEDBBECEAD,011000119901011008901100101,555,555,555,555,555,555,555,555,555,555,555,55.2,73.6,75.0,71.5,63.0,75.0,60.0,80.0,80.0,80.0,49.1,47.8,56.7,60.0,75.0,35.0,B,C,C,A,A,C,A,D,C,A,A,A,D,E,B,E,F,B,A,B,A,A,A,A,27.0,B,A,B,C,A,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95693,2015,621,10008,10020,2,14876,1,2704302,27,2,27,F,2005,2009,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADBDEE,11100101.0,DAEACADCAACABBCCCDADCBECCCB,010000109901010108900100000,555,555,555,333,555,333,333,333,333,333,333,26.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,26.1,0.0,0.0,0.0,0.0,C,C,C,A,A,B,A,E,B,A,A,A,E,E,B,B,E,C,A,B,A,A,A,A,27.0,B,A,B,A,A,C,C,A,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95694,2015,621,10008,10020,2,14876,1,2704302,27,2,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACEBDDBE,11011101.0,BCCABAEEBBBEBBBECCCCEBCCCCC,000000019910011008900110000,555,555,555,555,555,333,555,555,333,333,333,34.6,71.6,75.0,66.5,70.0,70.0,70.0,63.0,75.0,60.0,22.2,26.1,0.0,0.0,0.0,0.0,C,C,C,B,B,C,E,E,C,A,C,A,D,F,B,E,E,C,A,B,A,A,A,A,27.0,B,A,B,A,A,B,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
95695,2015,621,10008,10020,2,14876,1,2704302,27,2,23,F,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCABDEAE,1111001.0,EDBEDEDEAEABCBBADACEBAEDEED,001111119900011018901000101,555,555,555,555,555,555,555,555,555,555,555,56.6,72.9,62.5,88.5,98.0,90.0,100.0,79.0,75.0,80.0,51.1,52.2,45.0,40.0,65.0,30.0,.,.,.,.,.,.,.,.,.,A,A,A,F,E,B,C,F,C,A,B,A,B,A,A,27.0,F,A,A,A,A,E,B,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
