,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
117135,2016,298,10005,10028,38,97990,0,4113700,41,4,48,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CECADCAE,10000010.0,CABBAABCCDAACCCCECCEBCCCACC,099080110810108001010801909,555,555,555,333,555,555,333,333,555,555,555,27.2,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,36.8,0.0,0.0,0.0,0.0,D,C,C,D,D,D,B,D,E,B,A,A,E,D,C,F,D,F,E,K,A,A,A,A,27.0,A,D,A,A,A,A,C,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117140,2016,298,10005,10028,38,97990,0,4113700,41,4,31,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EABDADCA,1000100.0,CBCEEEEABECADDBDBBAECBEDEAA,099180001800008000110810909,555,555,555,555,555,555,555,555,555,555,555,29.7,39.6,25.0,61.5,61.0,65.0,60.0,62.0,70.0,60.0,26.4,26.3,26.7,40.0,0.0,40.0,C,D,C,A,A,B,E,D,C,B,D,A,D,C,C,C,A,B,A,B,A,A,A,A,27.0,A,A,B,A,B,C,B,E,A,F,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
117142,2016,298,10005,10028,38,97990,0,4113700,41,4,30,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DADBBDEE,1010100.0,DADEDBBCBEAACDDBBEDEDCBCEAA,199181111810108100011801909,555,555,555,555,555,555,555,555,555,555,555,54.8,45.9,37.5,58.5,45.0,65.0,40.0,72.0,80.0,70.0,57.7,63.2,26.7,40.0,0.0,40.0,C,C,C,A,B,B,E,D,C,A,A,A,E,D,B,D,C,B,A,B,A,A,A,A,27.0,B,A,B,C,A,B,C,E,F,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
117144,2016,298,10005,10028,38,97990,0,4113700,41,4,47,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEEDADEE,100100.0,ACCEDABAEDACCDEBDDCDEDDDEEB,099180100810108100000800919,555,555,555,555,555,555,555,555,555,555,555,30.7,42.2,25.0,68.0,83.0,55.0,90.0,53.0,65.0,50.0,26.9,31.6,0.0,0.0,0.0,0.0,D,C,C,D,B,D,E,D,C,B,D,A,B,D,C,F,B,B,A,B,A,A,A,A,27.0,D,B,A,A,B,B,B,E,A,I,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,3.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0
117146,2016,298,10005,10028,38,97990,0,4113700,41,4,37,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,ECEDAECE,100000.0,CBBEEEBCECADEBDDDEAEDEDCDDA,099180110810018000111801909,555,555,555,555,555,555,555,555,555,555,555,37.6,26.3,12.5,47.0,58.0,50.0,60.0,36.0,60.0,30.0,41.3,47.4,6.7,20.0,0.0,0.0,C,C,C,C,B,C,B,D,D,B,F,A,B,B,C,A,B,B,B,B,A,A,A,A,27.0,A,A,B,C,A,C,C,E,F,B,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0
117149,2016,298,10005,10028,38,97990,0,4113700,41,4,36,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EABBEAEA,1010000.0,CAEEDBABBCBBCACCADBBDBBEACC,099181001800108010001800909,555,555,555,555,555,555,555,555,555,555,555,26.7,26.0,25.0,27.5,10.0,50.0,0.0,45.0,25.0,50.0,26.9,31.6,0.0,0.0,0.0,0.0,E,A,B,B,E,A,E,A,C,B,A,A,B,C,C,G,A,E,E,B,A,A,A,A,27.0,A,A,A,G,A,C,B,E,A,D,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
117179,2016,298,10005,10028,38,97990,0,4113700,41,4,46,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EABADBCD,1000000.0,CACBECECBDBAEEBECABEBDCAABE,099080011800008000010800909,555,555,555,333,555,555,333,333,555,333,333,11.9,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,15.8,0.0,0.0,0.0,0.0,C,C,A,D,C,D,D,D,E,A,D,A,B,B,B,D,B,C,A,B,A,A,A,A,27.0,A,A,C,E,A,E,B,E,A,E,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0
117181,2016,298,10005,10028,38,97990,0,4113700,41,4,41,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEDDBDEC,101.0,DACDEEBCDEABECCBEEAEDEBCDEA,199080110810008100111801919,555,555,555,555,555,555,555,555,555,555,555,42.8,34.0,25.0,47.5,43.0,55.0,40.0,52.0,60.0,50.0,45.7,52.6,6.7,0.0,0.0,20.0,.,.,.,.,.,.,.,.,.,B,D,A,D,A,C,E,A,A,A,B,A,A,A,A,27.0,A,A,C,G,B,E,C,E,E,E,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,7.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0
117182,2016,298,10005,10028,38,97990,0,4113700,41,4,37,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CEDAAEAE,10000010.0,BCEBEEBADDAABCCBDADEBDECEAC,099080100810008100010811909,555,555,555,333,555,555,333,333,555,555,555,23.9,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,31.6,0.0,0.0,0.0,0.0,C,C,C,A,B,C,B,B,D,A,D,A,B,B,B,G,A,C,E,B,A,A,A,A,27.0,A,D,B,A,B,D,C,E,E,A,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
117187,2016,298,10005,10028,38,97990,0,4113700,41,4,58,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DBBADBEB,0.0,AADAEABAACA*EBDBEBDCDABAECA,099080100810018100001800909,555,555,555,333,555,555,333,333,555,333,555,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,26.3,0.0,0.0,0.0,0.0,C,C,D,C,B,C,A,D,D,B,C,A,A,A,C,D,B,E,E,B,A,A,A,A,27.0,A,A,C,J,A,E,B,E,C,D,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117188,2016,298,10005,10028,38,97990,0,4113700,41,4,38,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,B,D,A,B,B,C,G,A,C,E,B,A,A,A,A,27.0,A,A,A,B,A,B,B,E,E,E,6.0,6.0,6.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,6.0,1.0,1.0,5.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,3.0
117190,2016,298,10005,10028,38,97990,0,4113700,41,4,28,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CEEBADEE,10110100.0,DDCEDBBCCDDCEDABACCEDDEDCDD,199181110800008111011810909,555,555,555,555,555,555,555,555,555,555,555,53.6,51.6,50.0,54.0,77.0,65.0,80.0,31.0,75.0,20.0,54.2,57.9,33.3,40.0,40.0,20.0,C,D,C,B,B,B,B,C,A,A,A,A,B,C,B,F,B,E,E,B,A,A,A,A,27.0,A,A,F,J,B,E,C,E,C,F,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117191,2016,298,10005,10028,38,97990,0,4113700,41,4,24,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEDDBDAD,110.0,BBCBEABADBDDAABBACBDBBDCBDD,099080100800008111000801909,555,555,555,555,555,555,555,555,555,555,555,26.9,40.4,25.0,63.5,59.0,55.0,60.0,68.0,60.0,70.0,22.4,26.3,0.0,0.0,0.0,0.0,D,C,C,C,B,C,D,B,D,B,A,A,E,B,B,E,A,B,C,B,A,A,A,C,27.0,A,A,B,C,B,B,C,E,A,B,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
117194,2016,298,10005,10028,38,97990,0,4113700,41,4,21,M,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CEEBADAE,10110110.0,DCEDDEBCDBACEAADEEBCBDECCBA,199080110810008000000811909,555,555,555,555,555,555,555,555,555,555,555,38.6,64.5,62.5,67.5,78.0,70.0,80.0,57.0,85.0,50.0,29.9,31.6,20.0,60.0,0.0,0.0,C,C,C,B,A,C,E,D,C,A,B,A,A,A,B,D,A,E,E,B,A,A,A,A,27.0,A,A,B,C,B,E,B,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0
117195,2016,298,10005,10028,38,97990,0,4113700,41,4,25,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EBEBABCA,110000.0,EBECEEBCBCDABCEBECEEBEECDBA,099080111800008101010811909,555,555,555,555,555,555,555,555,555,555,555,40.5,44.0,25.0,72.5,90.0,50.0,100.0,55.0,75.0,50.0,39.3,42.1,23.3,60.0,10.0,0.0,C,C,A,B,B,D,B,D,E,E,A,A,B,D,C,B,A,B,A,B,A,A,A,A,27.0,A,A,B,B,A,A,C,E,F,I,6.0,4.0,5.0,6.0,6.0,3.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,1.0,5.0
117197,2016,298,10005,10028,38,97990,0,4113700,41,4,23,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEBDBDEE,100.0,CACBDCBCBBADCEDDDCAEEDECADD,099080111810108001110811909,555,555,555,555,555,555,333,555,555,333,555,39.9,16.3,12.5,22.0,0.0,0.0,0.0,44.0,60.0,40.0,47.7,52.6,20.0,60.0,0.0,0.0,E,D,C,D,C,D,B,D,D,A,D,B,B,E,B,H,A,C,B,B,A,A,A,A,27.0,A,A,B,C,A,E,E,E,E,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117198,2016,298,10005,10028,38,97990,0,4113700,41,4,21,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BEEAABAB,100010.0,AAAEDEBCCCADCEDDEDAEADECEEA,099180110810108000110811919,555,555,555,555,555,555,555,555,555,555,555,45.2,37.8,25.0,57.0,77.0,65.0,80.0,37.0,65.0,30.0,47.7,52.6,20.0,60.0,0.0,0.0,C,C,C,A,B,C,E,D,D,A,D,A,C,C,B,E,A,C,D,J,A,A,A,A,27.0,A,A,B,C,B,B,B,E,H,I,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,1.0,6.0
117202,2016,298,10005,10028,38,97990,0,4113700,41,4,39,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,B,A,A,B,B,C,E,B,A,A,B,A,A,A,A,27.0,A,A,A,B,B,B,B,E,H,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117203,2016,298,10005,10028,38,97990,0,4113700,41,4,30,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EBDDADEE,100.0,EABBCBCECEADEABECEACCEEBDEA,099081000810008000100810919,555,555,555,555,555,555,555,555,555,555,555,22.4,14.9,12.5,18.5,11.0,55.0,0.0,26.0,50.0,20.0,24.9,26.3,16.7,40.0,10.0,0.0,D,D,B,A,A,C,E,D,D,A,D,A,B,D,B,D,B,B,A,B,A,A,A,A,27.0,A,A,B,A,A,D,B,E,A,C,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,2.0,1.0,4.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0
117275,2016,298,10005,10028,38,97990,0,4113700,41,4,25,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEBDAECA,0.0,BBEBEEACDCAEEABADEAEDDBEEAB,099080010811008000111800909,555,555,555,555,555,555,333,555,555,555,555,22.8,7.4,0.0,18.5,0.0,0.0,0.0,37.0,65.0,30.0,27.9,31.6,6.7,20.0,0.0,0.0,D,E,C,B,D,D,A,C,B,A,D,A,A,A,B,E,C,C,A,B,A,A,A,A,27.0,A,A,B,A,A,B,B,E,B,B,6.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
117290,2016,298,10005,10028,38,97990,0,4113700,41,4,31,M,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,ECBADCEA,0.0,BDBEBCADBAECBDABBCAEBCADBED,099180001800008101110800919,555,555,555,555,555,555,555,555,555,555,555,29.3,15.8,0.0,39.5,42.0,50.0,40.0,37.0,65.0,30.0,33.8,36.8,16.7,40.0,10.0,0.0,D,C,C,A,A,C,B,D,B,A,D,A,B,B,B,F,B,C,E,B,A,A,A,A,27.0,A,A,G,K,B,E,D,E,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0
117291,2016,298,10005,10028,38,97990,0,4113700,41,4,25,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BEDADBEB,0.0,DCCBDEECBEADAAAADCBCBDBCECA,199080011810008001000801909,555,555,555,555,555,555,333,555,555,555,555,23.2,9.0,0.0,22.5,0.0,0.0,0.0,45.0,65.0,40.0,27.9,31.6,6.7,20.0,0.0,0.0,D,C,C,B,B,C,B,D,C,A,D,A,B,B,B,C,B,E,D,B,A,A,A,A,27.0,D,D,A,A,A,E,C,E,E,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117303,2016,298,10005,10028,38,97990,0,4113700,41,4,37,M,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEDAACEE,0.0,EACECBBEDEBCEACBDEBEBBBEEEA,099181100800008100010800919,555,555,555,555,555,555,555,555,555,555,555,27.3,28.4,0.0,71.0,92.0,60.0,100.0,50.0,50.0,50.0,26.9,31.6,0.0,0.0,0.0,0.0,C,C,C,C,C,D,B,A,C,B,A,A,D,D,C,E,B,C,E,B,A,A,A,A,27.0,E,A,A,A,A,B,B,A,C,B,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
117306,2016,298,10005,10028,38,97990,0,4113700,41,4,44,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEDEACEE,0.0,BBDEDEDEBBACEADBEACEBBDCEEB,099180001810008100010801919,555,555,555,555,555,555,555,555,555,555,555,32.5,25.6,0.0,64.0,74.0,50.0,80.0,54.0,30.0,60.0,34.8,36.8,23.3,20.0,0.0,50.0,C,C,C,B,D,B,B,C,D,A,D,A,B,B,B,E,C,E,B,B,A,A,A,A,27.0,A,A,C,E,B,B,B,E,H,I,8.0,4.0,8.0,2.0,8.0,6.0,8.0,8.0,4.0,8.0,4.0,8.0,4.0,8.0,2.0,8.0,5.0,8.0,8.0,1.0,6.0,8.0,5.0,4.0,4.0,1.0,1.0,8.0,8.0,8.0,8.0,1.0,1.0,5.0,1.0,8.0,8.0,6.0,8.0,8.0,1.0,8.0
117310,2016,298,10005,10028,38,97990,0,4113700,41,4,28,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,AEBAACEE,0.0,CCAAEBBCCEBAEBBBABCEEBECABE,099081110800018110010811909,555,555,555,555,555,555,555,555,555,336,336,36.8,26.4,0.0,66.0,74.0,50.0,80.0,58.0,50.0,60.0,40.3,47.4,0.0,0.0,0.0,0.0,C,C,B,A,A,B,B,D,D,B,A,A,A,A,C,E,A,C,E,B,A,A,A,E,27.0,A,A,C,K,B,B,B,E,F,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,7.0,6.0,1.0,1.0,7.0,6.0,6.0,1.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,1.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0
